comment;len;rate
đây là cuốn sách hay nhất về khoa học tâm linh mình được đọc nhờ theo dõi và đọc các bài viết của anh ngô sa thạch trên fb nên mình mới biết đến cuốn này nếu bạn đang có những câu hỏi lớn về nguồn gốc của linh hồn sự sống sau cái chết thì hãy mua cuốn này bạn sẽ tìm thấy nguồn gốc của mọi sự sống biết ơn tác giả vì đã giúp nhiều người hiểu sâu hơn về nguồn;84;5
sách hay chất giấy rất đẹp nhưng bên ngoài bìa có 1 chỗ bị móp định trừ 1 sao nhưng anh shipper nói chuyện tốt lắm nên cho shop 5 sao;31;5
đặt hai cuốn cuốn có đóng màng keo thì hơi bị trầy phần góc nhưng giao hàng rất nhanh cảm ơn fahasa đã giảm giá sale và shipper giao hàng;30;5
shop giao hàng siêu nhanh luôn á phần đóng gói của shop thì rất tuyệt rồi đóng gói đẹp có chống sốc đàng hoàng giấy đẹp cầm rất nặng tay nội dung cuốn sách thì những phâng đầu khá hấp dẫn nhưng về những chương cuối thì không được như mong đợi;52;5
sản phẩm rất ok không bị gì hết chỉ tiếc là không có book mark;15;5
mình mua ngay đợt giảm giá nhưng thú thật là sách rất tuyệt vời mình nghĩ bất kì ai khi cầm quyển sách này trên tay sẽ đều cảm thấy rất xứng đáng với số tiền mà các bạn đã bỏ ra có thể nói nội dung bên trong là một công trình nghiên cứu đồ sộ của tác giả khám phá hết quyển sách với một cái đầu mở các bạn sẽ ngộ ra nhiều điều yêu quý bản thân mình và những thứ xung quanh hơn những chương đầu với lượng kiến thức hơi hầm hố đau não xíu nhưng các bạn hãy kiên trì đến cuối nhé chúc các bạn đọc sách vui vẻ;121;5
sách có nội dung lôi cuốn người đọc tuy nhiên thì đối với mình là người lần đầu tìm hiểu sâu kĩ hơn về những nội dung này nên mình cảm thấy hơi khó hiểu khó hiểu nhất là ở những chương đầu còn khi nắm rõ những chương đầu rồi thì những chương sau mình thấy ổn hơn cảm ơn shop sách đóng gói kĩ và rất mới;69;5
sách hay cho những bạn đam mê môn vật lý và muốn tìm hiểu về cách vận hành luật hấp dẫn vào cuộc sống;24;5
đọc sách mà da gà mình nó nổi lên không hà mấy cái kiến thức này tui kiếm mãi ở mọi nơi nhưng lại chưa được đầy đủ lắm bỗng dưng lại có hết những thứ cần tìm trong đây cảm ơn nhà xuất bản rất nhiều nên mua nha mọi người :) hơi đắt mà đáng vl;64;5
nội dung : sách rất hay nhiều kiến thức mới lạ giúp người đọc có góc nhìn khác về vụ trụ và con người rất đáng để đọc mình sẽ đọc lại lần nữa để hiểu rõ hơn điểm cần cải thiện : các ca hồi quy điển hình mình cảm thấy khó tiếp nhận dựa trên sự hiểu biết hiện tại của mình giấy và mực in rất tốt nhưng keo gáy sách khá yếu mình mới đọc 1 lần mà sắp trốc ra rồi;86;5
mua trúng đợt sale nên so với giác tiền thật giàm rất là nhiều sách to hơn mình nghĩ tuy hơi móp ở phần rìa sách nhưng không sao nội dung thì mình chưa đọc nhưng chắc chắn sẽ ủng hộ đơn hàng tiếp theo;45;5
giấy dày to hơn mình nghĩ nên hơi không thích nhưng mà mở ra xem bên trong giấy siêu chất lượng kiểu giấy in sách ngoại ngữ đó thơm mịn nội dung chưa đọc qua nhưng xem bố cục trình bày khá ưng chữ vừa mắt freeship quá rẻ cho 1 quyển sách chất lượng;61;5
sách đẹp hơi móp nhẹ chút ở góc nhưng không sao do đang trong mùa dịch chờ 14 ngày mới nhận được hàng từ hà nội về nha trang phải chấp nhận thôi nội dung sách thì mọi nơi review rồi chốt lại nên mua;46;5
chất lượng từng trang sách cuốn sách nên đọc dành cho tất cả mọi người đọc để hiểu các quy luật cơ bản của vũ trụ rồi từ đó quay vào nhìn lại chính bản thân chúng ta một vũ trụ thu nhỏ để hiểu những gì xảy ra với chúng ta cuộc sống của mỗi người là hình ảnh phản chiếu của chính tâm thức của chính người đó không có gì là ngẫu nhiên hiểu chính mình để sống thuận với tự nhiên hơn xuôi dòng chảy sách về khoa học tâm linh nhưng trình bày rất rõ ràng tư duy mạch lạc dễ hiểu hình ảnh màu mô tả sinh động từng trang đọc để hiểu khoa học và tâm linh là một;127;5
giấy đẹp xịn sách nặng nội dung phong phú nhưng có vài điểm mâu thuẫn đọc để tham khảo còn vài lỗi ngắt nghỉ xuống dòng mong là trong đợt tái bản tới sẽ hoàn thiện hơn fahasha gói hàng chưa chỉn chu lắm và giao hàng chưa nhanh;53;5
đóng gói chắc chắn có bọc chống sốc luôn về phần sách thì cầm rất nặng tay bìa cứng nên nhìn chắc chắn hình được in màu và rất rõ nét nói chung là đáng với số tiền bỏ ra lắm nhe;41;5
sách bự hơn mình nghĩ rất nhiều :) giấy sách hơi bị chất lượng không quá mềm mỗi lần lật sách rất thích nội dung rất hay và ý nghĩa đọc xong hiểu ra được nhiều vấn đề trên cuộc đời này lắm tâm hồn tự nhiên tĩnh hẳn;49;5
khá là hài lòng với khoản đóng gói sách của fahasa giao hàng nhanh chóng chỉ 1 ngày hơn là tới;21;5
lúc đầu đọc hơi khó hiểu，nhưng càng về sau đọc rất cuốn fahasa đóng gói cực kỳ cẩn thận đẹp mắt mình luôn yên tâm khi chọn mua;28;5
sách in giấy chất lượng nội dung dàn trải gần 400 trang nhưng khá dày các chương đầu tác giả kì công tổng hợp các định luật sách phù hợp với bạn nào lần đầu đến với thể loại này;40;5
giao hàng siêu nhanh sách ưng cực cơ mà hơi khó nghiền nha 1 cuốn sách rất đáng mua mọi người ạ;21;5
sách không có bookmark :( nhưng mà không sao quan trọng là sách bọc cẩn thận không bị xước sát gì nội dung sách hay nên mua;26;5
sách giấy dày dặn in màu đẹp rất đáng tiền nội dung thì chưa đọc nhưng nhìn sơ qua thì có vẻ hấp dẫn;24;5
một cuốn sách tổng hợp đầy đủ các quy luật tự nhiên của vũ trụ và rất logic mọi người nên đọc để có cái nhìn đa chiều hơn về cuộc sống và mọi thứ đang diễn ra ví dụ như tại sao lại có đại dịch covid chúng ta coi nó là virus nhưng thiên nhiên và muôn loài có mặt trên trái đất này tôi tin chắc hẳn đã xem covid là một loại vacxin chân thành cảm ơn tác giả và tiki;87;5
sách bìa cứng mà không có dây đánh dấu giấy in xịn nhưng màu trắng đọc hơi mỏi mắt sưu tầm thì ok nội dung tuỳ người với tôi chỉ đủ để tham khảo;34;5
siêu tốt luôn ạ hàng giao nhanh hơn dự kiến luôn đóng gói kĩ nữa sách cũng siêu mới luôn mọi người nên mua thử nha với cả lại nhân viên của fahasa rep tin nhắn siêu nhanh luôn ạ và rất là nhiệt tình luôn;46;5
sách được bọc kĩ không bị móp méo chưa đọc nhưng có vẻ phân chia nội dung khá là ok;20;5
dạ giao hàng nhanh chóng đóng gói rất cẩn thận sách đẹp bìa dày cảm ơn fahasa và shipper ạ;20;5
mua sách ở fahasa thì yên tâm về đóng gói hàng và săn sale được giá tốt 💕 sách mình mua đa số đều còn bọc kĩ cảm ơn fahasa ☘️;31;5
giao hàng nhanh đói gói cẩn thận sách có nội dung hay do đã mua cuốn bìa mềm xong tặng nên mua lại cuốn bìa cứng bìa cứng hơi nặng cầm đi lại xem bất tiện hơn các bạn nào mua tính nằm đọc thường xuyên thì nên mua bìa mềm;51;5
sách in rõ đẹp bìa cứng đẹp nhất trong tất cả các sách mình mua về hình thức khá thích về nội dung hơi nhiều chưa đánh giá được;29;5
khó hiểu nhiều kiến thức trái ngược với 1 số cuốn sách khoa học về não mình từng đọc nhưng nói chung cũng không hẳn là không đúng nhưng những vấn đề tâm linh này thì không thể lý giải như cách thông thường được;44;5
sách mới bao bọc cẩn thận in màu nên chất liệu giấy bóng là sự tổng hợp xin cảm ơn;20;5
tiki cho áp nhiều mã giảm giá quá tuyêt luôn fahasa giao hàng nhanh sách chất lượng nội bộ dung khoa học nên hơi khó hiểu nhưng đáng đọc về sau;39;5
sản phẩm được chuẩn bị và giao hàng sớm sách sạch đẹp được bọc cẩn thận sách có nhiều kiến thức về tâm linh bổ ích;26;5
tiki giao hàng nhanh sách hay bìa cứng rất chất lượng nội dung hơi hack não;16;5
sách hay lắm nhưng không dễ đọc cần đọc vài lần để ngẫm thêm hihi nhưng mà góc nhìn của tác giả giúp mình mở mang tư duy hơn rất nhiều;30;5
cuốn sách này được xếp là cuốn sách hay nhất trong gian sách của tôi;15;5
sách là tổng hợp nhiều kiến thức về quy luật vũ trụ đọc quyển này thì đỡ thời gian đọc các quyển khác sách có bao bọc cẩn thận giấy đẹp sách không bị trầy xước gì nên rất hài lòng;41;5
hi vọng các bạn sẽ tâm đắc với cuốn này cuốn đã giúp mình quay trở về con đường đi tìm sự tiến hoá của tâm thức;27;5
hộp hơi móp méo chắc là do vận chuyển nhưng mà sách vẫn nguyên vẹn với ok lắm nên cho 5 sao;20;5
mình mua sách thích nhất là shop có tâm shop bọc sách vận chuyển rất kỹ nha mọi người mọi người nên mua nha;25;5
sau khi đọc cuốn này mình thay đổi nhiều lắm tích cực và cảm thấy mình may mắn hạnh phúc;20;5
sách hay thích hợp dành cho các bạn mới tìm hiểu về tâm linh nội dung và các hình ảnh minh họa dễ hình dung và rất lôi cuốn;29;5
sản phẩm ổn mới đọc mấy trang đầu có hơi khó hiểu vì khá nhiều kiến thức sách dày và nặng tay;22;5
in màu đẹp dày chất lượng giấy xịn nội dung hay nên mua giao hàng nhanh có bookmark;18;5
phải gọi là xúc xích luôn mua được bản bìa cứng giá ổn mà giao hàng nhanh và chất lượng nữa ủng hộ tiki dài dài;26;5
hàng giao về không bị móp méo đóng gói cẩn thận ship hàng nhanh nói chung là rất hài lòng ạ;19;5
☺️ giao nhanh bao bọc kỹ lưỡng chưa đọc nên chưa đánh giá nội dung được;16;5
đọc các sách về du hành thời gian thì sách này đưa ra lời giải thích đơn giản và dễ hiểu sách hay một ngày không xa trí tuệ việt sẽ thực sự cất cánh như đại bàng;38;5
sách đẹp còn seal nhưng bị móc 1 góc nhẹ chắc do mình khá khó tính nên soi kĩ;19;5
giao hàng nhanh đóng gói kĩ sách đẹp lắm ạ em mua bản bìa cứng xinh lắm nha 😍;19;5
rất mong được đọc sách này giao trễ chút nhưng dịch nên không sao nội dung để đọc mới thấy được;21;5
sách bìa dày trang giấy bóng có màu thấy mọi người giới thiệu nên tìm đọc chưa nhận xét được nội dung 😄;22;5
ai mê sách về tâm linh thì nên đọc nếu chưa từng đọc sản phầm khác thì sản phầm này sẽ hơi hack não;22;5
tuy trong thời gian dịch bệnh nhưng giao hàng khá nhanh sách được gói kỹ không bị gì cả 5 sao;20;5
giao hàng nhanh đóng gói đẹp sách có nội dung rất hay mọi người nên mua về đọc;18;5
rất mong chờ sách bọc cẩn thận giao đúng hạn mình luôn có trải nghiệm tốt với tiki 👍;19;5
mình thích giọng văn của tác giả hiểu được thêm rất nhiều điều về vũ trụ đặc biệt mình thích việc mọi thứ hóa ra đều có mối quan hệ với nhau;32;5
sách rất hay ban đầu đọc hơi khó hiểu nhưng càng đọc càng cuốn hút;15;5
sách hay phải đọc đi đọc lại nhiều lần mới hiểu bìa cứng mới mua lúc giảm giá nên rẻ;20;5
đóng gói cực kì cẩn thận rất hài lòng sách nặng tay chất lượng lắm;15;5
gói hàng cẩn thận sách ok mà mùi sách hông được thơm buồn ghê :(;15;5
shop giao hàng siêu nhanh luôn ạ đóng gói sản phẩm hết sức cẩn thận cảm ơn shop nhiều;19;5
một quyển sách rất đáng để đọc sẽ mở rộng thế giới quan của bạn;15;5
1 trong những quyển sách rất nên đọc tôi đã mua hơn 20 quyển để tặng mọi người xung quanh;20;5
sách giao nhanh đóng bọc cẩn thận cà mở lướt qua thấy giấy đẹp ảnh mầu nội dung chưa đọc nên chưa nhận xét;24;5
quyển sách hay cực dành cho ai muốn tìm hiểu mối quan hệ giữa bản thân và vũ trụ;19;5
chưa đọc nhưng vẫn cho 5 sao vì mùa dịch các bạn cũng cố gắng ship hàng cho mình chất lượng giấy đẹp xịn hi vọng nội dung chất lượng;30;5
đã nhận được sách shippe thân thiện lịch sự dễ thương sách vìa cứng xịn xò;16;5
sản phẩm đúng mô tả giao hàng nhanh fahasha thì khỏi bàn rồi chất lượng;15;5
mình mua ngay đợt sale còn 178k mà sách giao rất đẹp còn có bookcare nữa chất lượng xứng đáng 5 sao;22;5
san pham ok hài lòng về dich vụ hi vọng dọc hết cuống sách là hết dịch;17;5
đóng gói sách cẩn thận ạ sách to và nặng hơn mình tưởng nội dung sách cung cấp nhiều thông tin và góc nhìn mới ạ;26;5
cực kỳ hài lòng về hình thức nội dung của sách và dịch vụ của các bạn xin cám ơn;20;5
sách hay nhé tiki giao hàng nhanh đóng gói kỹ sách còn mới nguyên nói chung hài lòng;18;5
siêu hay fahasa giao cũng siêu nhanh nữa ngạc nhiên thật sự vì sự tốc độ;16;5
giao nhanh cuốn từ những trang đầu tiên có lẽ nên mua bìa mềm tại bìa cứng cảm giác sách nó bong trang ra;24;5
bên giao hàng nhanh làm hộp bị móp méo nghiêm trọng nhưng fahasa gói sách kĩ nên chỉ bị móp sách 1 tí;23;5
một quyển sách hay rất nhiều thông tin cần thiết cho ai đang tìm hiểu sự hình thành quy luật vũ trụ;22;5
fahasa giao hàng nhanh sách được bọc lớp nilon nên sạch sẽ và mới giá tốt;16;5
quá tuyệt vời sách đẹp bao bọc kỹ giao nhanh hơn 2 ngày so với dự kiến;17;5
sách ship cẩn thận không méo không xước nội dung thú vị hấp dẫn đọc chục lần chắc hiểu;19;5
sản phẩm đẹp chất liệu giấy đẹp rất tin tưởng mỗi khi mua ở fahasa;15;5
rất hài lòng về chất lượng sản phẩm bìa và các trag chắc chắn rất thích ạ;17;5
sách giao mình sợ sẻ hư góc nhưng trộm vía vẫn còn nguyên nhưng hộp giấy bị bung ra;19;5
sách đẹp giấy bóng đẹp có in màu bìa mềm nội dung rõ ràng dễ hiểu và hay;18;5
quyển sách rất hay và phù hợp với những kiến thức mà mình đang tìm kiếm;16;5
sách đẹp giao hàng nhanh như chớp để đọc mùa covid nâng cao nhận thức;15;5
ok giá hợp lý dịch vụ tiki tốt giao hàng nhanh bạn rất ưng ý;15;5
giao hàng nhanh bánh không bị vỡ đặt 1 ngày là đến ảnh chỉ mang tính chất minh hoạ;19;5
bánh thì ngon rồi hơi vỡ xíu chắc đó vận chuyển dịch nhưng chỉ đặt hàng 3 ngày là có bánh ăn rồi mua 3 bịch mà nấu cơm lên 3 đứa đã ăn mất 1 bịch rồi còn mỗi 2 bịch để chụp thôi;45;5
sản phẩm đóng gói tốt giao nhanh bánh ngon mua lúc sales giá rẻ đáng mua;16;5
giao đúng hẹn đóng gói cẩn thận bánh 3 cây mà e ăn mất 1 cây mới nhớ chưa chụp nên còn 2 cây chụp tạm ạ rẻ nên không nói gì nhiều ạ :);37;5
bánh ngon vận chuyển siêu nhanh luôn mình mới đặt tối ngày 12 mà đến ngày 13 đã nhận được bánh ít bị vụn tuyệt vời;26;5
bánh ngon combo này được để trong túi kéo trong suốt xinh xinh ship đến tay không bị vỡ vì tiki đóng hộp khá chắc chắn;26;5
giao hàng đúng hạn nhưng bánh hơi nát chắc do bên vân chuyển đúng với những gì đã đặt cảm ơn shop;23;5
bánh ăn ngon hạn sử dụng đến năm 2022 tiki lại đang sale nên giá rẻ hơn ở ngoài nhiều mùa dịch nhưng tiki giao hàng rất nhanh;26;5
shop bán hàng sản phẩm mới bao bì đóng gói đẹp vận chuyển nhanh sử dụng hài lòng lần sau mình sẽ ủng hộ tiếp tục;26;5
oreo thì quá ngon rồi gói hàng chu đáo không bể hay mềm mùa dịch nhưng giao hàng nhanh hơn các sàn tmdt khác;24;5
bánh này bé nhà mình thích ăn nên khen ngon mua 3 tặng thêm cái túi nhựa trong có dây kéo túi cũng nhỏ thôi tiki giao hàng nhanh hài lòng;31;5
how to make your fat pig fat and a fat pig fat and your husband love you so fat and you are a fat fat and a pig pig fat and your husband love love and thank;37;5
ngon quá nè shop gói rất kỹ nha mình hài lòng với chất lượng của sản phẩm chúc shop bán đắt hàng nha;23;5
tuyệt vời giao hàng nhanh sẽ ủng hộ tiki tiếp gói hàng cẩn thận cho 5 sao;17;5
bánh ngon đóng gói cẩn thận giao hàng nhanh nên có thêm combo đầy đủ các vị nữa;18;5
bánh ngon lắm nha mọi người chỉ tiếc là mình thích vị vani và socola hơn;15;5
bánh ngon lắm mọi người tiki gói hàng cẩn thận lắm á nên yên tâm không bị vỡ đâu nha;19;5
rất hài lòng về sản phẩm tiki giao hàng rất tốt trước thời gian dự kiến;16;5
bánh quy được đóng gói rất cẩn thận bánh còn nguyên không bị vỡ bánh thì ngon miễn bàn rồi :);21;5
thật sự vượt ngoài mong đợi của mình luôn ý một chiếc cặp xịn như này hàng y như ảnh luôn các cậu ơi còn chần chừ gì nữa mà không hốt lẹ nè;49;5
cặp đẹp đường may mũi chỉ chắc chắn không bị chỉ thừa form cũng đẹp màu vàng tươi nhìn trẻ trung lắm có ngăn đựng lap và thêm một ngăn phía trước nữa mấy túi nhỏ bên cạnh tiện lợi nói chung rất là ưng ý;46;5
siêu xinh luôn á màu đẹp form cặp xinh gói hàng xinh với kỉ lắm :3 vải đẹp hong hề mỏng luôn 🤦;23;5
balo rất đẹp chắc chắn rộng shop giao hàng rất nhanh rất hài lòng về sản phẩm săn được balo thanks;25;5
cặp mình mua màu vàng đúng y như chang hình luôn nói chúng mình rất thích nó vải khá mềm và mình xin đính chính rằng cặp không mỏng nhé nên mọi người mua cứ yên tâm nha;37;5
rất đẹp nhưng cái màu hường không sáng như trong hình dự kiến là thứ 6 giao nhưng thứ 5 đã có;22;5
giao hàng nhanh đặt tối hôm nay hôm sau có rồi chất lượng tốt ạ balo siêu rộng luôn chỉ buồn là không có dây trắng ở mỗi khóa thôi;30;5
mình mua đợt sale hài lòng ghê luôn sản phầm về trước thời hạn giao hàng đóng gói kỹ có điều vải hơi mỏng xíu nhưng không sao nhá :) vẫn 5 sao nhá :);38;5
balo rất là mlem shop đóng gói kỹ lưỡng cẩn thận chị shipper thân thiện nữa ạ nhận riết mà chị nhớ mặt luôn;25;5
giao hàng nhanh chất lượng y như hình mẫu ưng ý nhất là cái phiếu thank you và ❤️ love you too;22;5
giao hàng rất nhanh đặt hôm trước hôm sau đã có hàng khá ok mẫu mã như hình vải hơi mỏng;21;5
màu xinh rộng rãi mà vẫn không gây trì vai tút;19;5
chất vải mềm không khô cứng quai cặp chắc chắn màu ok đẹp nói chung rất tốt;17;5
chất lượng tuyệt vời giá rẻ nhất thị trường luôn thanks shop ủng hộ shop dài dài;17;5
con gái mình nhìn thấy đã thích ngay sản phẩm là một món quà ưng ý cho tuổi teen;19;5
balo đẹp lắm nha nhưng mà lại thiếu sợi trắng ở khóa nhưng không sao 😆;16;5
balo đẹp giao hàng nhanh mới đặt tối sáng hôm sau đã có hàng rồi;15;5
sản phẩm giao đúng mô tả được kích hoạt bảo hành online nhà bán giao đúng hẹn được lắp đặt miễn phí;22;5
nhận được sách sách đẹp giấy in chất lượng mấy năm trước đã mua bản bìa mềm nay tái bản và bổ sung nên mình lại cuối sách còn có mấy trang được in màu đẹp quá đi;38;5
sách to hơn mình nghĩ sách nặng hú hồn :) không uổng công chờ đợi sách về thank tiki đã giao hàng siêu tốc cho mình great;34;5
mua sách trên tiki rẻ hơn giá gốc nhưng sách rất đẹp được bọc một lớp nilong bảo vệ ở ngoài không bị móp gáy sách giao hàng rất nhanh;30;5
tôi đã nghe nói rất nhiều về cuốn sách này vì vậy tôi cũng đã đặt mua nó tiki giao hàng nhanh chất lượng rất tốt tiki giao hàng chưa bao giờ làm tôi thất vọng;35;5
vượt xa khỏi khuôn khổ là tựa đề của một cuốn sách không bao giờ là thất bại tất cả là thử thách còn là châm ngôn sống tiếp thêm sức mạnh cho rất nhiều thế hệ vượt lên khỏi những nghịch cảnh để đạt được điều mà mình ao ước và cống hiến cho xã hội tốt đẹp hơn;61;5
sách dày bìa cứng phiên bản đặc biệt nên trình bày đẹp mắt có hình ảnh nội dung quá hay những quyết định táo bạo và bản lĩnh của nhà sáng lập đã đưa huyndai thành 1 thương hiệu đa quốc gia đa nghành;44;5
sách hay kiểu tự truyện đọc lôi cuốn tinh thần tự lập tinh thần startup luôn cháy mãi trong ông nắm bắt mọi cơ hội và luôn nỗ lực làm đến cùng;32;5
nội dung sách rất hay đọc xong cuốn này đủ để giúp người đọc hình dung được tại sao hàn quốc lại giàu và mạnh về kinh tế không có kì tích nào cả tất cả là do sự cố gắng chăm chỉ của người dân và những sách hợp thời của chính phủ mà ra;56;5
sách này mình đã đọc qua 1 lần rồi nội dung khá là hay lôi cuốn vì là lời kể về cuộc đời nên ngôn từ dễ đọc có thể tạo động lực cho những ai đang có tư tưởng khởi nghiệp;42;5
tiki giao hàng nhanh sách mới cứng có bọc nilong và đóng gói rất cẩn thận chất lượng sách và bìa cũng tốt nữa 👍;25;5
bìa cứng khá dày hơn cuốn bìa mềm màu và chất liệu giấy tốt hơn ship cũng khá nhanh;19;5
giá rẻ bất ngờ đầy đủ lịch sử của ngành chế tạo xe huynhdai hàn quốc;18;5
rất đáng mua các bạn nhé mình chưa đọc ấn bản đầu nên đọc ấn bản này luôn;18;5
một cuốn sách rất lôi cuốn về cuộc đời của chủ tịch chung trọng chữ tín tin tưởng bản thân nỗ lực học hỏi và hoàn thiện huyndai để trở nên vĩ đại hơn và trong sạch hơn;38;5
giao hàng nhanh sạch xịn còn nguyên seal đóng gói cẩn thận mua sách trên tiki là cái gì đó không thể thiếu :);24;5
quyển này trước đọc ebook đã thích rồi mua để thỉnh thoảng mở ra đọc giao nhanh sách đẹp nặng;20;5
sách rất hay mình nghe sách nói trước rồi cuối cùng mua sách giấy đọc thêm lần nữa vì nó quá truyền cảm hứng cho mình mọi người nên mua về đọc;32;5
sách rất hay câu chuyện của tác giả truyền cảm hứng ý chí quyết tâm của juyung làm mình quyết tâm với đam mê của bản thân;28;5
tiki giao hàng rất nhanh trong ngày trước 14h như giao hẹn đóng gói rất đẹp chắc chắn sách đọc hay in đẹp rất hài lòng;26;5
bản in đẹp nội dung thì quá tuyệt vời rồi đã từng đọc cách đây nhiều năm giờ đọc lại vẫn thấy cuốn hút;24;5
mình đã đọc quyền này bằng tiếng hàn nhưng muốn thảm khảo thêm quyên sách này bằng tiếng việt khá hay và ý nghĩa;24;5
hình thức tốt nội dung chưa đọc chưa đánh giá được thấy review hấp dẫn nên mình mua rồi đọc sau;21;5
vừa thấy giới thiệu sách có bổ sung là phải mua ngay 1 tác phẩm kinh điển về tinh thần khởi nghiệp;22;5
giao hàng đúng giờ gói bọc hàng cẩn thận sách chưa đọc xong nên chưa còm được nha quý zị;20;5
sách đẹp giống hình được bao bọc đóng gói kỹ càng giao hàng nhanh cảm ơn nhiều;17;5
sách bìa cứng siêu đẹp đọc trang đầu tiên đã thấy hay mọi người nên mua nhé 😁;18;5
sách đẹp chất lượng tốt nội dung khá hay về cuộc đời ông chủ huyndai;15;5
đọc được 1 3 cuốn sách mình có được góc nhìn rộng hơn về tiền và cách đầu tư cũng như kiếm tiền rút được bài học của những người đi trước có nhiều lời khuyên bổ ích để tăng cường thu nhập cá nhân về cơ bản thì đây là cuốn sách đáng mua với giá thành rẻ bao bì đẹp lỗi chính tả hầu như không gặp vận chuyển thì không có bọc gói gáy sách hơi lỗi nhưng mà chấp nhận được giao hàng cũng nhanh và ổn kết luận : nên mua;93;5
hình không liên quan nhưng đây là cuốn sách hay nhất năm mình đọc được các tư duy rất hay và dễ hiểu đọc là áp dụng được ngay và giúp bạn tránh khỏi các sai lầm về tư duy khi đầu tư;43;5
một cuốn sách đáng mua vì lý do sau đây : về tiki : giao nhanh trước hẹn tiền ship rẻ sách nhận được mới ken còn thơm mùi giấy bookcare bọc sách rất đẹp nội dung sách : bìa mềm giấy tốt nội dung rất hay về tiền đọc quyển này xong bạn sẽ có cách hiểu về tiền sâu sắc hơn từ đó giúp bạn biết cách định hướng tài chính của mình trong tương lai;83;5
trước khi mua mình nghĩ cuốn sách này sẽ tiết lộ vài điều thú vị về hành vi con người liên quan đến tiền tuy nhiên sau khi mua dù mới đọc được vài chương nhưng mình khám phá được khá nhiều điều hay ho may mắn luôn ẩn chứa phía sau mỗi thành công của những nhà đầu tư;60;5
sản phẩm in chất lượng tốt tất yếu là tiki giao rất nhanh mình hài lòng khi mua hàng cuấn sách là những câu chuyện những câu chuyện về kinh doanh của các nhà đầu tư tuy chúng không phải tất cả nhưng tác giả đã chỉ ra những khía cạnh khác nhau việc này cung cấp cho bạn cái nhìn đa chiều thay vì việc chú ý quá nhiều vào tiền nó thực dụng một cách vừa phải chứ không còn là lý do bao biện cho sự tham lam và ích kỉ đang hiện hữu trong xã hội ngày nay tuy tụa đề không liên quan mấy đến việc như dạy làm giàu ở đây tôi không có ý gì với những cuốn sách khác nhưng khi đọc và có được nhiều trải xem thêm;137;5
đúng với cái tên sách nói về tâm lý con người khi đứng trước tiền tài của cải và một số lời khuyên hữu ích thông qua các mẩu chuyện có thật của một số trường hợp nổi trội về kinh tế vì nó thông qua các câu chuyện nên nó rất dễ hiểu dễ đọc mình thấy sách hay vì nó nêu đúng cái tâm lý của mình với tiền bạc những điều hiển nhiên đến nỗi mình sẽ không biết nếu không đọc nhưng giờ mình đã biết rồi nè nên đọc nha;95;5
sách rất hay mình đọc liền 1 mạch trong 2 ngày và sẽ còn đọc lại bản thân đã take note được rất nhiều bài học mà mình nghĩ ai cũng cần thiết để nuôi dưỡng kỹ năng tài chính cá nhân tuy dịch có nhiều chỗ hơi cấn nhưng vẫn không quá khó để hiểu được hết nội dung là 1 cuốn sách rất hay mình đọc được trong đầu năm 2022 này;74;5
đây là lần đầu tiên tôi mua sách trên tiki trong đó có quyển tâm lý học về tiền về dịch vụ của tiki : nhìn chung rất tuyệt vời sách đặt đêm hôm trước thì sáng hôm sau đã giao tuy nhiên vẫn còn nhược điểm là sách không được bọc skin rất dễ lỗi trong quá trình ship tới khách hàng về ngoại hình sách : nhìn chung ổn áp giấy thơm kích thước sách gọn vừa lòng bàn tay phù hợp đọc trong mọi không gian từ phòng sách đi bộ đợi bến xe về nội dung sách : với những ai có căn bản khá về tài chính có tư duy về kinh tế thì theo tôi đây là cuốn dễ đọc dịch thuật đôi ba chỗ còn khô cứng không mượt xem thêm;135;5
một cuốn sách có tư duy khác với những cuốn sách nói về tiền người ta chứ nhan nhản nói về các kĩ thuật hay phân tích đầu tư nhưng ít ai nói về khía cạnh tâm lí học trong đầu tư như thế nào đây là một cuốn sách đáng đọc nếu như bạn đang muốn tìm hiểu về tài chính hay ít ra là làm mới thêm những tư duy của mình về tiền bạc tiki giao hàng nhanh và sách không bị méo mó hay có lỗi trong khi vận chuyển cuối cùng chúc các bạn đọc vui;100;5
lần đầu tiên đọc thì tôi thấy sách bổ ích voi bất cứ người đọc nào nhưng người có hiểu biết về chứng khoán và kinh tế học sẽ tiếp thu cuốn sách này trọn vẹn hơn người không rành như tôi rất nhiều nhà sách tiki giao hàng nhanh và đóng gói rat cẩn thận;56;5
ship cẩn thận và bọc đầy đủ các chương sách là những câu chuyện nhỏ giúp người đọc hiểu được nhiều ý tưởng thay vì việc kể chuyện dài dòng như các cuốn sách khác đọc một hai chương và phải highlight lại nhiều vì nhiều suy nghĩ khai mở nên đọc và mua ở tiki;56;5
sách còn nguyễn không bị hư hỏng shipper thân thiện nhiệt tình mà tại sao lúc nào cũng giờ mình ngủ trưa z chòi;24;5
sách có những bài học rất hay về tiền cách tâm lý chúng ta ảnh hưởng đến việc dùng tiền như thế nào và ngược lại có đôi chỗ mình đọc chưa thực sự hiểu được có thể do kiến thức mình phần đó chưa tốt mình sẽ trau dồi thêm và đọc lại quyển này vài lần nữa;59;5
vẫn giới thiệu shop dùng bọc chống sốc giúp sách không bị móp méo khách hàng vẫn yên tâm tin tưởng hơn;21;5
